sessionId,kwhTotal,dollars,created,ended,startTime,endTime,chargeTimeHrs,weekday,platform,distance,userId,stationId,locationId,managerVehicle,facilityType,Mon,Tues,Wed,Thurs,Fri,Sat,Sun,reportedZip
7357133,7.84,0.92,0015-03-03 16:35:54,0015-03-03 21:33:05,16,21,4.953055556,Tue,android,NA,35897499,355208,976902,0,3,0,1,0,0,0,0,0,0
6032746,0.88,0,0015-03-04 19:21:13,0015-03-04 19:42:04,19,19,0.3475,Wed,android,NA,35897499,920264,461655,0,3,0,0,1,0,0,0,0,0
4072758,4.56,0,0015-03-04 19:46:25,0015-03-04 21:56:05,19,21,2.161111111,Wed,android,NA,35897499,280221,976902,0,3,0,0,1,0,0,0,0,0
6830717,2.11,0,0015-03-05 14:32:51,0015-03-05 16:02:05,14,16,1.487222222,Thu,android,NA,35897499,878706,461655,0,3,0,0,0,1,0,0,0,0
6455251,11.48,0,0015-03-05 19:49:11,0015-03-05 21:49:05,19,21,1.998333333,Thu,android,NA,35897499,944515,976902,0,3,0,0,0,1,0,0,0,0
5376208,10.52,0,0015-03-06 18:11:57,0015-03-06 21:53:05,18,21,3.685555556,Fri,android,NA,35897499,355208,976902,0,3,0,0,0,0,1,0,0,0
2914893,9.61,0,0015-03-09 17:43:30,0015-03-09 20:45:11,17,20,3.028055556,Mon,android,NA,35897499,250527,976902,0,3,1,0,0,0,0,0,0,0
5224755,7.24,0,0015-03-12 17:39:53,0015-03-12 21:28:05,17,21,3.803333333,Thu,android,NA,35897499,355208,976902,0,3,0,0,0,1,0,0,0,0
8450261,12.96,0,0015-03-13 12:16:44,0015-03-13 16:02:05,12,16,3.755833333,Fri,android,NA,35897499,280221,976902,0,3,0,0,0,0,1,0,0,0
9731366,9.17,0,0015-03-16 17:37:01,0015-03-16 20:40:15,17,20,3.053888889,Mon,android,NA,35897499,280221,976902,0,3,1,0,0,0,0,0,0,0
9473434,19.01,0,0015-03-18 18:30:08,0015-03-18 21:49:04,18,21,3.315555556,Wed,android,NA,35897499,207262,928191,0,3,0,0,1,0,0,0,0,0
2817985,0.04,0,0015-03-19 11:19:05,0015-03-19 11:21:05,11,11,0.033333333,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
5820347,9.52,0,0015-03-19 17:40:19,0015-03-19 19:35:12,17,19,1.914722222,Thu,android,NA,35897499,738900,976902,0,3,0,0,0,1,0,0,0,0
5338238,6.6,0,0015-03-20 12:20:47,0015-03-20 13:45:07,12,13,1.405555556,Fri,android,NA,35897499,738900,976902,0,3,0,0,0,0,1,0,0,0
3192864,4.62,0,0015-03-23 17:14:59,0015-03-23 18:24:05,17,18,1.151666667,Mon,android,NA,35897499,280221,976902,0,3,1,0,0,0,0,0,0,0
9813434,3.83,0,0015-03-26 11:02:58,0015-03-26 11:56:05,11,11,0.885277778,Thu,android,NA,35897499,405157,976902,0,3,0,0,0,1,0,0,0,0
6362922,1.07,0,0015-03-26 13:51:03,0015-03-26 14:13:05,13,14,0.367222222,Thu,android,NA,35897499,594591,461655,0,3,0,0,0,1,0,0,0,0
3910417,7.32,0,0015-03-26 17:08:34,0015-03-26 18:40:12,17,18,1.527222222,Thu,android,NA,35897499,738900,976902,0,3,0,0,0,1,0,0,0,0
9537925,13.5,0,0015-03-27 12:48:06,0015-03-27 15:21:05,12,15,2.549722222,Fri,android,NA,35897499,801274,976902,0,3,0,0,0,0,1,0,0,0
5688787,4.71,0,0015-03-27 16:47:37,0015-03-27 17:52:06,16,17,1.074722222,Fri,android,NA,35897499,250527,976902,0,3,0,0,0,0,1,0,0,0
2189714,5.58,0,0015-03-30 14:59:15,0015-03-30 16:14:05,14,16,1.247222222,Mon,android,NA,35897499,405157,976902,0,3,1,0,0,0,0,0,0,0
9009117,0.78,0,0015-03-30 16:27:37,0015-03-30 16:42:05,16,16,0.241111111,Mon,android,NA,35897499,612116,461655,0,3,1,0,0,0,0,0,0,0
6241251,4.1,0,0015-03-31 16:42:17,0015-03-31 17:44:05,16,17,1.03,Tue,android,NA,35897499,250527,976902,0,3,0,1,0,0,0,0,0,0
4027242,0.03,0,0015-04-01 17:02:50,0015-04-01 17:04:06,17,17,0.021111111,Wed,android,NA,35897499,250527,976902,0,3,0,0,1,0,0,0,0,0
1534730,16.2,0,0015-04-02 17:02:59,0015-04-02 19:59:04,17,19,2.934722222,Thu,android,NA,35897499,250527,976902,0,3,0,0,0,1,0,0,0,0
4970729,7.73,0,0015-04-06 17:03:01,0015-04-06 18:42:05,17,18,1.651111111,Mon,android,NA,35897499,355208,976902,0,3,1,0,0,0,0,0,0,0
5850084,7.04,0,0015-04-07 12:06:00,0015-04-07 14:40:07,12,14,2.568611111,Tue,android,NA,35897499,355208,976902,0,3,0,1,0,0,0,0,0,0
5503753,2.13,0,0015-04-07 17:30:24,0015-04-07 18:20:07,17,18,0.828611111,Tue,android,NA,35897499,728918,928191,0,3,0,1,0,0,0,0,0,0
8356365,6.51,0,0015-04-08 12:30:53,0015-04-08 14:50:08,12,14,2.320833333,Wed,android,NA,35897499,549414,461655,0,3,0,0,1,0,0,0,0,0
7116934,6.67,0.5,0015-04-09 11:14:09,0015-04-09 15:19:05,11,15,4.082222222,Thu,android,NA,35897499,405157,976902,0,3,0,0,0,1,0,0,0,0
4303750,5.47,0,0015-04-09 17:00:24,0015-04-09 18:58:05,17,18,1.961388889,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
7027707,7.71,0,0015-04-15 15:35:19,0015-04-15 19:17:05,15,19,3.696111111,Wed,android,NA,35897499,250527,976902,0,3,0,0,1,0,0,0,0,0
4268564,7.3,0,0015-04-20 17:29:12,0015-04-20 21:01:05,17,21,3.531388889,Mon,android,NA,35897499,944575,928191,0,3,1,0,0,0,0,0,0,0
7120657,7.88,0,0015-04-21 16:04:18,0015-04-21 19:26:06,16,19,3.363333333,Tue,android,NA,35897499,738900,976902,0,3,0,1,0,0,0,0,0,0
7620374,3.79,0.5,0015-04-22 11:36:23,0015-04-22 15:45:13,11,15,4.147222222,Wed,android,NA,35897499,738900,976902,0,3,0,0,1,0,0,0,0,0
8539198,1.93,0,0015-04-22 16:24:12,0015-04-22 17:24:05,16,17,0.998055556,Wed,android,NA,35897499,207262,928191,0,3,0,0,1,0,0,0,0,0
9402479,6.11,0,0015-04-27 16:22:52,0015-04-27 18:23:06,16,18,2.003888889,Mon,android,NA,35897499,728918,928191,0,3,1,0,0,0,0,0,0,0
4904971,5.36,0,0015-04-28 17:04:52,0015-04-28 20:33:06,17,20,3.470555556,Tue,android,NA,35897499,355208,976902,0,3,0,1,0,0,0,0,0,0
9371693,11.36,0,0015-04-30 18:23:23,0015-04-30 20:42:06,18,20,2.311944444,Thu,android,NA,35897499,405157,976902,0,3,0,0,0,1,0,0,0,0
9600945,5.07,0,0015-05-04 16:02:51,0015-05-04 19:23:06,16,19,3.3375,Mon,android,NA,35897499,250527,976902,0,3,1,0,0,0,0,0,0,0
4047449,6.41,0,0015-05-05 14:24:22,0015-05-05 16:48:06,14,16,2.395555556,Tue,android,NA,35897499,801274,976902,0,3,0,1,0,0,0,0,0,0
8906717,5.49,0,0015-05-06 17:43:59,0015-05-06 20:42:15,17,20,2.971111111,Wed,android,NA,35897499,280221,976902,0,3,0,0,1,0,0,0,0,0
2151745,11,0,0015-05-07 17:19:27,0015-05-07 19:13:07,17,19,1.894444444,Thu,android,NA,35897499,801274,976902,0,3,0,0,0,1,0,0,0,0
3904382,5.49,0,0015-05-08 15:46:00,0015-05-08 18:34:06,15,18,2.801666667,Fri,android,NA,35897499,405157,976902,0,3,0,0,0,0,1,0,0,0
6412124,2.46,0,0015-05-11 17:17:58,0015-05-11 18:06:07,17,18,0.8025,Mon,android,NA,35897499,355208,976902,0,3,1,0,0,0,0,0,0,0
9579135,14.18,0,0015-05-12 16:12:18,0015-05-12 20:10:10,16,20,3.964444444,Tue,android,NA,35897499,405157,976902,0,3,0,1,0,0,0,0,0,0
3526792,4.35,0,0015-05-13 15:43:16,0015-05-13 18:49:07,15,18,3.0975,Wed,android,NA,35897499,500856,976902,0,3,0,0,1,0,0,0,0,0
2103254,4.87,0,0015-05-14 17:13:21,0015-05-14 18:05:16,17,18,0.865277778,Thu,android,NA,35897499,801274,976902,0,3,0,0,0,1,0,0,0,0
8767465,20.02,0,0015-05-15 15:38:29,0015-05-15 19:15:07,15,19,3.610555556,Fri,android,NA,35897499,944515,976902,0,3,0,0,0,0,1,0,0,0
4927630,8.82,0,0015-05-18 16:50:00,0015-05-18 20:23:06,16,20,3.551666667,Mon,android,NA,35897499,280221,976902,0,3,1,0,0,0,0,0,0,0
3661095,12.09,0,0015-05-20 16:53:36,0015-05-20 20:36:06,16,20,3.708333333,Wed,android,NA,35897499,944515,976902,0,3,0,0,1,0,0,0,0,0
8681532,11.81,0,0015-05-21 17:04:38,0015-05-21 19:10:13,17,19,2.093055556,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
2847811,13.6,0,0015-05-22 17:37:14,0015-05-22 20:18:07,17,20,2.681388889,Fri,android,NA,35897499,944515,976902,0,3,0,0,0,0,1,0,0,0
1779780,16.41,0,0015-05-26 16:45:31,0015-05-26 20:32:06,16,20,3.776388889,Tue,android,NA,35897499,250527,976902,0,3,0,1,0,0,0,0,0,0
9038095,11.4,0.5,0015-05-27 16:59:50,0015-05-27 21:26:06,16,21,4.437777778,Wed,android,NA,35897499,250527,976902,0,3,0,0,1,0,0,0,0,0
6839807,14.09,0,0015-05-28 11:38:31,0015-05-28 15:17:06,11,15,3.643055556,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
7513206,4.97,0,0015-05-28 17:07:38,0015-05-28 18:01:07,17,18,0.891388889,Thu,android,NA,35897499,425476,928191,0,3,0,0,0,1,0,0,0,0
9651531,5.21,0,0015-05-29 12:31:20,0015-05-29 14:10:07,12,14,1.646388889,Fri,android,NA,35897499,250527,976902,0,3,0,0,0,0,1,0,0,0
9066880,6.93,0,0015-06-01 16:50:41,0015-06-01 20:14:05,16,20,3.39,Mon,android,NA,35897499,280221,976902,0,3,1,0,0,0,0,0,0,0
4023183,9.75,0,0015-06-02 17:31:18,0015-06-02 20:34:05,17,20,3.046388889,Tue,android,NA,35897499,738900,976902,0,3,0,1,0,0,0,0,0,0
1667896,8.1,0,0015-06-03 15:53:48,0015-06-03 17:26:06,15,17,1.538333333,Wed,android,NA,35897499,738900,976902,0,3,0,0,1,0,0,0,0,0
4907994,14.53,0,0015-06-04 11:27:41,0015-06-04 15:09:05,11,15,3.69,Thu,android,NA,35897499,801274,976902,0,3,0,0,0,1,0,0,0,0
8544912,1.66,0,0015-06-04 16:58:16,0015-06-04 17:17:05,16,17,0.313611111,Thu,android,NA,35897499,728918,928191,0,3,0,0,0,1,0,0,0,0
4339735,6.78,0,0015-06-05 12:39:13,0015-06-05 15:53:06,12,15,3.231388889,Fri,android,NA,35897499,738900,976902,0,3,0,0,0,0,1,0,0,0
7670282,1.37,0,0015-06-05 17:26:08,0015-06-05 19:22:06,17,19,1.932777778,Fri,android,NA,35897499,728918,928191,0,3,0,0,0,0,1,0,0,0
2534249,6.79,0,0015-06-09 17:13:12,0015-06-09 20:12:05,17,20,2.981388889,Tue,android,NA,35897499,280221,976902,0,3,0,1,0,0,0,0,0,0
2892603,0,0,0015-06-10 16:55:42,0015-06-10 17:08:14,16,17,0.208888889,Wed,android,NA,35897499,405157,976902,0,3,0,0,1,0,0,0,0,0
2451809,4.96,0,0015-06-10 17:00:00,0015-06-10 20:11:07,17,20,3.185277778,Wed,android,NA,35897499,250527,976902,0,3,0,0,1,0,0,0,0,0
1986587,3.87,0,0015-06-11 14:42:32,0015-06-11 17:08:06,14,17,2.426111111,Thu,android,NA,35897499,250527,976902,0,3,0,0,0,1,0,0,0,0
5345683,6.67,0,0015-06-12 12:40:47,0015-06-12 16:29:05,12,16,3.805,Fri,android,NA,35897499,801274,976902,0,3,0,0,0,0,1,0,0,0
2211634,6.63,0,0015-06-15 17:12:17,0015-06-15 20:49:05,17,20,3.613333333,Mon,android,NA,35897499,944515,976902,0,3,1,0,0,0,0,0,0,0
1119614,3.72,0.5,0015-06-16 11:25:08,0015-06-16 15:28:06,11,15,4.049444444,Tue,android,NA,35897499,280221,976902,0,3,0,1,0,0,0,0,0,0
8689860,4.37,0,0015-06-17 17:29:46,0015-06-17 21:17:06,17,21,3.788888889,Wed,android,NA,35897499,944515,976902,0,3,0,0,1,0,0,0,0,0
5481838,6.78,0,0015-06-18 13:03:00,0015-06-18 15:38:06,13,15,2.585,Thu,android,NA,35897499,612116,461655,0,3,0,0,0,1,0,0,0,0
5187868,6.21,0,0015-06-19 16:32:29,0015-06-19 18:40:09,16,18,2.127777778,Fri,android,NA,35897499,207262,928191,0,3,0,0,0,0,1,0,0,0
7546366,4.45,0,0015-06-22 15:14:41,0015-06-22 17:43:06,15,17,2.473611111,Mon,android,NA,35897499,801274,976902,0,3,1,0,0,0,0,0,0,0
5407577,4.59,0,0015-06-23 17:02:56,0015-06-23 20:42:06,17,20,3.652777778,Tue,android,NA,35897499,280221,976902,0,3,0,1,0,0,0,0,0,0
1634517,7.39,0,0015-06-24 17:44:27,0015-06-24 20:17:07,17,20,2.544444444,Wed,android,NA,35897499,405157,976902,0,3,0,0,1,0,0,0,0,0
7511668,3.84,0,0015-06-25 11:21:53,0015-06-25 15:10:12,11,15,3.805277778,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
2225529,3.48,0,0015-07-13 18:21:24,0015-07-13 19:36:05,18,19,1.244722222,Mon,android,NA,35897499,944575,928191,0,3,1,0,0,0,0,0,0,0
2719439,4.38,0,0015-07-14 13:56:59,0015-07-14 16:30:06,13,16,2.551944444,Tue,android,NA,35897499,728918,928191,0,3,0,1,0,0,0,0,0,0
6475803,4.92,0,0015-07-15 16:25:24,0015-07-15 18:34:05,16,18,2.144722222,Wed,android,NA,35897499,738900,976902,0,3,0,0,1,0,0,0,0,0
7314718,4.72,0,0015-07-16 16:29:14,0015-07-16 20:22:07,16,20,3.881388889,Thu,android,NA,35897499,738900,976902,0,3,0,0,0,1,0,0,0,0
8726154,6.5,0,0015-07-17 17:12:09,0015-07-17 19:52:06,17,19,2.665833333,Fri,android,NA,35897499,405157,976902,0,3,0,0,0,0,1,0,0,0
9884932,4.08,0,0015-07-20 14:57:02,0015-07-20 16:25:08,14,16,1.468333333,Mon,android,NA,35897499,355208,976902,0,3,1,0,0,0,0,0,0,0
2725835,0.76,0,0015-07-21 16:12:17,0015-07-21 16:28:06,16,16,0.263611111,Tue,android,NA,35897499,405157,976902,0,3,0,1,0,0,0,0,0,0
9251926,4.6,0,0015-07-21 16:55:48,0015-07-21 20:42:06,16,20,3.771666667,Tue,android,NA,35897499,405157,976902,0,3,0,1,0,0,0,0,0,0
7848461,4.35,0,0015-07-22 16:45:58,0015-07-22 20:45:11,16,20,3.986944444,Wed,android,NA,35897499,801274,976902,0,3,0,0,1,0,0,0,0,0
2450078,5.25,0,0015-07-23 12:06:33,0015-07-23 14:38:08,12,14,2.526388889,Thu,android,NA,35897499,728918,928191,0,3,0,0,0,1,0,0,0,0
8294063,4.14,0,0015-07-23 18:16:21,0015-07-23 20:27:05,18,20,2.178888889,Thu,android,NA,35897499,236379,928191,0,3,0,0,0,1,0,0,0,0
8369555,6.59,0,0015-07-24 16:23:28,0015-07-24 20:07:06,16,20,3.727222222,Fri,android,NA,35897499,738900,976902,0,3,0,0,0,0,1,0,0,0
7946065,7.11,0,0015-07-27 17:10:59,0015-07-27 19:31:06,17,19,2.335277778,Mon,android,NA,35897499,944515,976902,0,3,1,0,0,0,0,0,0,0
2860677,4.17,0,0015-07-28 16:14:44,0015-07-28 17:36:07,16,17,1.356388889,Tue,android,NA,35897499,405157,976902,0,3,0,1,0,0,0,0,0,0
5319961,4.77,0,0015-07-30 17:37:48,0015-07-30 20:24:06,17,20,2.771666667,Thu,android,NA,35897499,355208,976902,0,3,0,0,0,1,0,0,0,0
8693478,7.47,0,0015-08-03 17:18:13,0015-08-03 20:48:06,17,20,3.498055556,Mon,android,NA,35897499,250527,976902,0,3,1,0,0,0,0,0,0,0
9401194,5.64,0,0015-08-04 14:28:13,0015-08-04 17:54:06,14,17,3.431388889,Tue,android,NA,35897499,728918,928191,0,3,0,1,0,0,0,0,0,0
6864613,4,0,0015-08-05 16:24:33,0015-08-05 18:59:05,16,18,2.575555556,Wed,android,NA,35897499,738900,976902,0,3,0,0,1,0,0,0,0,0
6383107,3.93,0,0015-08-06 11:15:16,0015-08-06 15:14:06,11,15,3.980555556,Thu,android,NA,35897499,134427,620906,0,3,0,0,0,1,0,0,0,0
7109071,7.01,0,0015-08-06 17:13:41,0015-08-06 20:40:07,17,20,3.440555556,Thu,android,NA,35897499,250527,976902,0,3,0,0,0,1,0,0,0,0
5544644,6.4,0,0015-08-07 12:31:59,0015-08-07 16:09:06,12,16,3.618611111,Fri,android,NA,35897499,280221,976902,0,3,0,0,0,0,1,0,0,0
8796946,1.02,0.5,0015-08-07 16:52:41,0015-08-07 20:56:06,16,20,4.056944444,Fri,android,NA,35897499,944575,928191,0,3,0,0,0,0,1,0,0,0
7932903,7.12,0,0015-08-10 16:25:07,0015-08-10 20:24:08,16,20,3.983611111,Mon,android,NA,35897499,944515,976902,0,3,1,0,0,0,0,0,0,0
5511788,1.2,0,0015-08-12 15:14:02,0015-08-12 15:38:07,15,15,0.401388889,Wed,android,NA,35897499,355208,976902,0,3,0,0,1,0,0,0,0,0
2177313,3.01,0,0015-08-12 15:42:45,0015-08-12 16:42:07,15,16,0.989444444,Wed,android,NA,35897499,728918,928191,0,3,0,0,1,0,0,0,0,0
4155559,3.79,0,0015-08-13 11:08:47,0015-08-13 13:43:06,11,13,2.571944444,Thu,android,NA,35897499,355208,976902,0,3,0,0,0,1,0,0,0,0
7684218,7.29,0,0015-08-13 17:16:32,0015-08-13 20:52:06,17,20,3.592777778,Thu,android,NA,35897499,728918,928191,0,3,0,0,0,1,0,0,0,0
4774630,6.56,0,0015-08-14 12:32:09,0015-08-14 16:04:06,12,16,3.5325,Fri,android,NA,35897499,738900,976902,0,3,0,0,0,0,1,0,0,0
8889063,1.81,0,0015-08-14 16:45:47,0015-08-14 20:34:07,16,20,3.805555556,Fri,android,NA,35897499,738900,976902,0,3,0,0,0,0,1,0,0,0
1667198,4.6,0,0015-08-17 17:03:25,0015-08-17 20:51:12,17,20,3.796388889,Mon,android,NA,35897499,738900,976902,0,3,1,0,0,0,0,0,0,0
3918469,4.16,0,0015-08-18 17:07:38,0015-08-18 20:20:08,17,20,3.208333333,Tue,android,NA,35897499,738900,976902,0,3,0,1,0,0,0,0,0,0
5137159,5.47,0,0015-08-19 13:08:28,0015-08-19 16:26:06,13,16,3.293888889,Wed,android,NA,35897499,801274,976902,0,3,0,0,1,0,0,0,0,0
9198706,1.38,0,0015-08-19 16:56:16,0015-08-19 20:37:06,16,20,3.680555556,Wed,android,NA,35897499,207262,928191,0,3,0,0,1,0,0,0,0,0
7484631,4.3,0,0015-08-20 11:21:56,0015-08-20 14:50:08,11,14,3.47,Thu,android,NA,35897499,405157,976902,0,3,0,0,0,1,0,0,0,0
5047224,6.13,0,0015-08-20 17:34:03,0015-08-20 20:19:08,17,20,2.751388889,Thu,android,NA,35897499,236379,928191,0,3,0,0,0,1,0,0,0,0
7612366,5.88,0,0015-08-21 15:25:41,0015-08-21 17:19:07,15,17,1.890555556,Fri,android,NA,35897499,207262,928191,0,3,0,0,0,0,1,0,0,0
1943326,5.16,0,0015-08-24 17:44:14,0015-08-24 20:37:06,17,20,2.881111111,Mon,android,NA,35897499,801274,976902,0,3,1,0,0,0,0,0,0,0
4773595,6.66,0,0015-08-25 14:33:24,0015-08-25 17:44:05,14,17,3.178055556,Tue,android,NA,35897499,944575,928191,0,3,0,1,0,0,0,0,0,0
8710352,0.31,0,0015-08-25 17:52:20,0015-08-25 19:43:06,17,19,1.846111111,Tue,android,NA,35897499,894409,928191,0,3,0,1,0,0,0,0,0,0
6946930,1.73,0,0015-08-26 16:15:25,0015-08-26 16:50:07,16,16,0.578333333,Wed,android,NA,35897499,371335,461655,0,3,0,0,1,0,0,0,0,0
9080203,3.97,0,0015-08-27 11:22:26,0015-08-27 12:41:08,11,12,1.311666667,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
1310541,4.77,0,0015-08-27 14:26:42,0015-08-27 17:51:06,14,17,3.406666667,Thu,android,NA,35897499,280221,976902,0,3,0,0,0,1,0,0,0,0
2051880,3.79,0,0015-08-28 15:04:52,0015-08-28 17:10:11,15,17,2.088611111,Fri,android,NA,35897499,355208,976902,0,3,0,0,0,0,1,0,0,0
2151405,6.56,0,0015-08-31 17:07:42,0015-08-31 21:04:08,17,21,3.940555556,Mon,android,NA,35897499,280221,976902,0,3,1,0,0,0,0,0,0,0
9830354,5.07,0,0015-09-01 16:34:05,0015-09-01 20:33:06,16,20,3.983611111,Tue,android,NA,35897499,405157,976902,0,3,0,1,0,0,0,0,0,0
7366688,4.17,0,0015-09-02 14:27:08,0015-09-02 16:28:07,14,16,2.016388889,Wed,android,NA,35897499,280221,976902,0,3,0,0,1,0,0,0,0,0
3690401,2.87,0,0015-09-02 16:50:08,0015-09-02 20:48:08,16,20,3.966666667,Wed,android,NA,35897499,728918,928191,0,3,0,0,1,0,0,0,0,0
2666943,10.01,0,0015-09-04 16:44:07,0015-09-04 19:45:12,16,19,3.018055556,Fri,android,NA,35897499,500856,976902,0,3,0,0,0,0,1,0,0,0
8966239,6.33,0,0015-09-08 13:45:37,0015-09-08 17:21:08,13,17,3.591944444,Tue,android,NA,35897499,944575,928191,0,3,0,1,0,0,0,0,0,0
1060291,1.3,0,0015-09-08 17:29:25,0015-09-08 20:57:08,17,20,3.461944444,Tue,android,NA,35897499,355208,976902,0,3,0,1,0,0,0,0,0,0
6178031,4.16,0,0015-09-09 17:26:14,0015-09-09 20:31:06,17,20,3.081111111,Wed,android,NA,35897499,250527,976902,0,3,0,0,1,0,0,0,0,0
6720753,5.68,0,0015-09-10 12:27:27,0015-09-10 15:21:07,12,15,2.894444444,Thu,android,NA,35897499,801274,976902,0,3,0,0,0,1,0,0,0,0
5465287,4.27,0.5,0015-09-10 16:47:27,0015-09-10 20:56:06,16,20,4.144166667,Thu,android,NA,35897499,207262,928191,0,3,0,0,0,1,0,0,0,0
